"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD"
"Dog","","2022-04-14 09:33:05.247","2022-04-14 09:33:05.247","2022-02-16 11:47:04.0","2700","21","Animal Bite","2022-03-02 11:47:04.0","Animal Bite","1549758","","","CLOSED","S 12TH ST","08"
"Dog","","2018-01-05 16:26:55.257","2018-01-05 16:26:55.257","2017-06-14 09:42:07.66","3400","25","Animal Bite","2017-06-21 00:00:00.0","Animal Bite","980477","","","CLOSED","WYOMING ST","07"
"Dog","","2017-08-02 07:46:00.0","2017-09-14 07:49:20.537","2017-06-14 16:16:24.89","3500","25","Animal Bite","2017-06-21 00:00:00.0","Animal Bite","980845","","","CLOSED","HUMPHREY ST","07"
"Dog","","2018-01-05 16:28:11.053","2018-01-05 16:28:11.053","2017-06-15 10:38:49.377","8400","02","Animal Bite","2017-06-22 00:00:00.0","Animal Bite","981084","","","CLOSED","VIRGINIA AVE","01"
"Dog","","2018-01-05 16:55:26.0","2018-01-05 16:55:26.487","2017-06-15 15:54:10.0","","07","Animal Bite","2017-06-22 00:00:00.0","Animal Bite","981402","-10050483.60410530","4662043.27020140","CLOSED","MACKLIND AVE & WALSH ST","05"
"Dog","","2017-06-19 08:54:24.0","2017-06-19 08:55:07.55","2017-06-19 08:32:21.477","4400","66","Animal Bite","2017-06-26 00:00:00.0","Animal Bite","982219","","","CLOSED","BLAIR AVE","14"
"Dog","","2017-08-21 17:28:00.0","2017-11-17 17:30:53.373","2017-06-20 12:18:07.25","4100","27","Animal Bite","2017-06-27 00:00:00.0","Animal Bite","982983","","","CLOSED","FLORA PL","06"
"Dog","","2018-01-05 16:32:11.637","2018-01-05 16:32:11.637","2017-06-26 16:06:59.01","1200","41","Animal Bite","2017-07-03 00:00:00.0","Animal Bite","985719","","","CLOSED","MACKLIND AVE","04"
"Dog","","2020-04-09 13:42:23.253","2020-04-09 13:42:23.253","2017-06-27 15:56:47.0","3000","26","Animal Bite","2017-07-04 00:00:00.0","Animal Bite","986247","","","CLOSED","ALLEN AVE","06"
"Dog","","2019-04-29 15:19:08.147","2019-04-29 15:19:08.147","2017-07-03 08:25:56.103","900","74","Animal Bite","2017-07-10 00:00:00.0","Animal Bite","988074","","","CLOSED","NASSAU DR","13"
"Dog","","2020-04-17 16:26:04.87","2020-04-17 16:26:04.87","2017-07-03 08:36:52.0","8500","02","Animal Bite","2017-07-10 00:00:00.0","Animal Bite","988088","","","CLOSED","MINNESOTA AVE","01"
"Cat","","2019-05-21 10:20:42.367","2019-05-21 10:20:42.367","2017-07-06 10:05:11.0","5200","14","Animal Bite","2017-07-13 00:00:00.0","Animal Bite","989131","","","CLOSED","FYLER AVE","05"
"Dog","","2019-05-07 17:57:00.11","2019-05-07 17:57:00.11","2017-07-31 16:27:46.0","3500","16","Animal Bite","2017-08-07 00:00:00.0","Animal Bite","999454","","","CLOSED","ITASKA ST","03"
"Dog","","2019-05-07 17:56:13.11","2019-05-07 17:56:13.11","2017-08-01 09:42:10.343","3300","","Animal Bite","2017-08-08 00:00:00.0","Animal Bite","999644","","","CLOSED","OREGON","09"
"Dog","","2017-10-04 11:23:38.077","2017-10-04 11:23:38.077","2017-08-07 10:19:28.0","3600","18","Animal Bite","2017-08-14 00:00:00.0","Animal Bite","1002117","","","CLOSED","SALENA ST","08"
"Dog","","2020-04-17 16:30:19.157","2020-04-17 16:30:19.157","2017-08-08 12:40:00.0","3500","19","Animal Bite","2017-08-15 00:00:00.0","Animal Bite","1002824","","","CLOSED","MICHIGAN AVE","07"
"Wildlife","","2020-04-17 16:32:51.99","2020-04-17 16:32:51.99","2017-08-10 06:52:53.0","3800","15","Animal Bite","2017-08-17 00:00:00.0","Animal Bite","1003544","","","CLOSED","JUNIATA ST","06"
"Dog","","2017-08-21 17:49:00.0","2017-12-11 17:51:30.937","2017-08-10 09:08:22.0","4800","04","Animal Bite","2017-08-17 00:00:00.0","Animal Bite","1003622","","","CLOSED","HAMBURG AVE","02"
"Dog","","2019-05-08 14:13:06.227","2019-05-08 14:13:06.227","2017-08-14 09:06:37.0","5000","16","Animal Bite","2017-08-21 00:00:00.0","Animal Bite","1004779","","","CLOSED","S 37TH ST","03"
"Dog","","2019-05-08 14:13:37.133","2019-05-08 14:13:37.133","2017-08-15 13:48:50.0","5000","71","Animal Bite","2017-08-22 00:00:00.0","Animal Bite","1005567","","","CLOSED","CLAXTON AVE","13"
"Dog","","2017-08-24 17:12:00.0","2017-12-26 17:14:13.503","2017-08-16 09:11:14.1","4400","16","Animal Bite","2017-08-23 00:00:00.0","Animal Bite","1005827","","","CLOSED","ALASKA AVE","03"
"Dog","","2017-08-21 07:27:00.0","2018-03-15 07:34:35.38","2017-08-17 08:23:04.107","4200","27","Animal Bite","2017-08-24 00:00:00.0","Animal Bite","1006270","","","CLOSED","FLAD AVE","06"
"Dog","","2019-05-07 17:56:13.267","2019-05-07 17:56:13.267","2017-08-18 08:20:55.97","1600","73","Animal Bite","2017-08-25 00:00:00.0","Animal Bite","1006808","","","CLOSED","MCLARAN AVE","13"
"Dog","","2020-04-22 13:48:48.073","2020-04-22 13:48:48.073","2017-08-21 11:10:01.0","3400","19","Animal Bite","2017-08-28 00:00:00.0","Animal Bite","1007623","","","CLOSED","MINNESOTA AVE","07"
"Dog","","2019-05-08 14:19:48.56","2019-05-08 14:19:48.56","2017-08-21 11:13:12.0","3700","04","Animal Bite","2017-08-28 00:00:00.0","Animal Bite","1007626","","","CLOSED","CARONDELET BLVD","01"
"Cat","","2017-08-28 16:44:00.0","2018-03-22 16:47:04.713","2017-08-21 11:16:43.353","1200","41","Animal Bite","2017-08-28 00:00:00.0","Animal Bite","1007630","","","CLOSED","MACKLIND AVE","04"
"Dog","","2019-05-07 17:56:13.313","2019-05-07 17:56:13.313","2017-08-24 12:24:46.18","4200","27","Animal Bite","2017-08-31 00:00:00.0","Animal Bite","1009144","","","CLOSED","CLEVELAND AVE","06"
"Dog","","2018-04-12 12:00:00.0","2019-05-01 13:36:36.373","2018-04-12 16:34:59.0","2200","23","Animal Bite","2018-04-19 00:00:00.0","Animal Bite","1080655","","","CLOSED","JULES ST","08"
"Dog","","2020-04-23 13:35:11.043","2020-04-23 13:35:11.043","2018-04-16 11:32:06.0","3100","19","Animal Bite","2018-04-23 00:00:00.0","Animal Bite","1081502","","","CLOSED","WINNEBAGO ST","03"
"Dog","","2020-04-23 13:36:05.013","2020-04-23 13:36:05.013","2018-04-19 08:28:03.0","2900","30","Animal Bite","2018-04-26 00:00:00.0","Animal Bite","1082744","","","CLOSED","WYOMING ST","07"
"Dog","","2018-05-07 16:17:00.0","2018-05-23 16:24:03.957","2018-04-19 08:34:29.513","4100","27","Animal Bite","2018-04-26 00:00:00.0","Animal Bite","1082747","","","CLOSED","BOTANICAL AVE","06"
"Dog","","2018-05-11 08:54:00.0","2018-07-06 09:01:04.44","2018-04-27 08:13:08.747","4000","56","Animal Bite","2018-05-04 00:00:00.0","Animal Bite","1085489","","","CLOSED","ALDINE AVE","12"
"Cat","","2018-04-27 09:30:00.0","2018-05-17 09:35:35.793","2018-04-27 11:13:21.963","4800","06","Animal Bite","2018-05-04 00:00:00.0","Animal Bite","1085677","","","CLOSED","RHODES AVE","02"
"Dog","","2020-05-08 15:12:10.62","2020-05-08 15:12:10.62","2018-04-30 12:19:19.0","","73","Animal Bite","2018-05-07 00:00:00.0","Animal Bite","1086362","-10046061.47668570","4681467.34955400","CLOSED","NORTHCREST LN & VERONICA AVE","13"
"Dog","","2020-04-23 14:08:37.697","2020-04-23 14:08:37.697","2018-05-01 08:33:06.0","1400","43","Animal Bite","2018-05-08 00:00:00.0","Animal Bite","1086613","","","CLOSED","MCCAUSLAND AVE","04"
"Dog","","2018-07-11 10:56:20.71","2018-07-11 10:56:20.71","2018-05-02 10:07:45.113","1200","74","Animal Bite","2018-05-09 00:00:00.0","Animal Bite","1087155","","","CLOSED","SELLS AVE","13"
"Dog","","2020-05-14 16:47:21.667","2020-05-14 16:47:21.667","2018-05-15 14:34:25.0","8400","79","Animal Bite","2018-05-22 00:00:00.0","Animal Bite","1092474","","","CLOSED","HALL ST","13"
"Dog","","2018-05-18 00:00:00.0","2019-05-01 10:28:58.637","2018-05-16 12:41:56.0","3600","59","Animal Bite","2018-05-23 00:00:00.0","Animal Bite","1093019","","","CLOSED","GARFIELD AVE","11"
"Cat","","2018-06-04 00:00:00.0","2019-05-01 10:44:11.587","2018-05-21 15:42:08.0","4200","27","Animal Bite","2018-05-28 00:00:00.0","Animal Bite","1095097","","","CLOSED","CASTLEMAN AVE","06"
"Dog","","2018-05-24 11:50:00.0","2018-10-04 11:52:22.817","2018-05-24 11:23:16.697","1600","60","Animal Bite","2018-05-31 00:00:00.0","Animal Bite","1096719","","","CLOSED","19TH ST","14"
"Dog","","2018-06-05 00:00:00.0","2019-05-01 10:16:09.797","2018-05-25 11:35:55.0","1200","41","Animal Bite","2018-06-01 00:00:00.0","Animal Bite","1097269","","","CLOSED","MACKLIND AVE","04"
"Dog","","2020-03-17 13:39:16.647","2020-03-17 13:39:16.647","2018-05-29 09:48:32.0","5600","50","Animal Bite","2018-06-05 00:00:00.0","Animal Bite","1098019","","","CLOSED","WABADA AVE","13"
"Dog","","2019-05-29 00:00:00.0","2019-09-03 10:46:10.317","2018-05-29 09:51:29.0","5100","72","Animal Bite","2018-06-05 00:00:00.0","Animal Bite","1098028","","","CLOSED","ORIOLE AVE","13"
"Cat","","2018-06-05 00:00:00.0","2019-05-01 10:06:39.333","2018-05-30 07:54:24.0","1200","41","Animal Bite","2018-06-06 00:00:00.0","Animal Bite","1098548","","","CLOSED","MACKLIND AVE","04"
"Dog","","2018-06-04 11:38:00.0","2018-10-04 11:39:56.283","2018-05-30 12:05:56.397","700","74","Animal Bite","2018-06-06 00:00:00.0","Animal Bite","1098837","","","CLOSED","PONCE AVE","12"
"Dog","","2018-06-11 00:00:00.0","2019-05-01 10:40:31.34","2018-05-30 16:48:02.0","3800","77","Animal Bite","2018-06-06 00:00:00.0","Animal Bite","1099112","","","CLOSED","COOK AVE","11"
"Dog","","2020-04-23 14:14:48.66","2020-04-23 14:14:48.66","2018-06-05 08:26:41.0","2700","11","Animal Bite","2018-06-12 00:00:00.0","Animal Bite","1101084","","","CLOSED","HAMPTON AVE","04"
"Dog","","2018-06-11 00:00:00.0","2019-05-01 09:54:47.137","2018-06-06 12:21:56.0","3800","77","Animal Bite","2018-06-13 00:00:00.0","Animal Bite","1101894","","","CLOSED","LINDELL BLVD","11"
"Dog","","2020-03-13 09:57:09.237","2020-03-13 09:57:09.237","2018-06-06 16:13:04.0","2100","68","Animal Bite","2018-06-13 00:00:00.0","Animal Bite","1102075","","","CLOSED","E ALICE AVE","11"
"Dog","","2020-05-06 10:54:57.237","2020-05-06 10:54:57.237","2018-06-08 11:42:49.0","","26","Animal Bite","2018-06-15 00:00:00.0","Animal Bite","1102829","-10044772.07776700","4665960.62346490","CLOSED","S COMPTON AVE & HAWTHORNE BLVD","06"
"Dog","","2018-06-14 08:30:00.0","2018-10-04 08:34:00.937","2018-06-11 14:26:24.843","1900","66","Animal Bite","2018-06-18 00:00:00.0","Animal Bite","1103649","","","CLOSED","E WARNE AVE","14"
"Dog","","2020-03-17 12:41:20.373","2020-03-17 12:41:20.373","2018-06-13 09:55:12.0","5800","48","Animal Bite","2018-06-20 00:00:00.0","Animal Bite","1104636","","","CLOSED","JULIAN AVE","10"
"Dog","","2020-05-08 15:14:04.78","2020-05-08 15:14:04.78","2018-06-15 15:40:55.0","5700","50","Animal Bite","2018-06-22 00:00:00.0","Animal Bite","1106188","","","CLOSED","WABADA AVE","13"
"Dog","","2018-06-22 11:47:00.0","2018-08-13 11:52:56.61","2018-06-22 08:51:04.037","4700","55","Animal Bite","2018-06-29 00:00:00.0","Animal Bite","1108866","","","CLOSED","LEDUC ST","12"
"Dog","","2020-05-08 15:15:05.423","2020-05-08 15:15:05.423","2018-06-25 15:19:58.0","1300","78","Animal Bite","2018-07-02 00:00:00.0","Animal Bite","1109886","","","CLOSED","LAUREL ST","13"
"Dog","","2020-04-23 14:20:11.443","2020-04-23 14:20:11.443","2018-07-02 08:20:11.0","5600","07","Animal Bite","2018-07-09 00:00:00.0","Animal Bite","1112636","","","CLOSED","NEOSHO ST","05"
"Dog","","2020-03-17 16:06:28.083","2020-03-17 16:06:28.083","2018-07-05 10:53:24.0","400","01","Animal Bite","2018-07-12 00:00:00.0","Animal Bite","1113982","","","CLOSED","DOVER PL","01"
"Dog","","2018-07-05 00:00:00.0","2019-05-01 11:30:26.66","2018-07-05 13:57:10.0","1600","73","Animal Bite","2018-07-12 00:00:00.0","Animal Bite","1114125","","","CLOSED","VERONICA AVE","13"
"Dog","","2018-07-27 17:59:00.0","2018-10-23 18:00:10.837","2018-07-09 11:39:56.427","300","35","Animal Bite","2018-07-16 00:00:00.0","Animal Bite","1115328","","","CLOSED","N 4TH ST","08"
"Dog","","2018-07-11 00:00:00.0","2019-05-01 11:11:49.29","2018-07-11 13:36:22.0","8800","74","Animal Bite","2018-07-18 00:00:00.0","Animal Bite","1116813","","","CLOSED","LOWELL ST","13"
"Dog","","2020-03-17 14:02:06.807","2020-03-17 14:02:06.807","2018-07-19 11:50:32.0","2600","50","Animal Bite","2018-07-26 00:00:00.0","Animal Bite","1121186","","","CLOSED","BURD AVE","13"
"Dog","","2020-03-17 14:01:11.943","2020-03-17 14:01:11.943","2018-07-19 13:06:56.0","5300","71","Animal Bite","2018-07-26 00:00:00.0","Animal Bite","1121248","","","CLOSED","UNION BLVD","12"
"Dog","","2020-05-14 16:50:03.173","2020-05-14 16:50:03.173","2018-07-26 08:32:58.0","2200","23","Animal Bite","2018-08-02 00:00:00.0","Animal Bite","1124099","","","CLOSED","INDIANA AVE","08"
"Dog","","2020-03-13 09:46:59.097","2020-03-13 09:46:59.097","2018-07-30 16:06:28.0","4000","69","Animal Bite","2018-08-06 00:00:00.0","Animal Bite","1125795","","","CLOSED","CAMELLIA AVE","11"
"Dog","","2020-04-09 14:54:49.72","2020-04-09 14:54:49.72","2018-08-02 12:37:21.0","2600","63","Animal Bite","2018-08-09 00:00:00.0","Animal Bite","1127270","","","CLOSED","N 14TH ST","14"
"Dog","","2019-06-19 10:29:40.923","2019-06-19 10:29:40.923","2018-08-15 13:09:45.0","3400","52","Animal Bite","2018-08-22 00:00:00.0","Animal Bite","1132102","","","CLOSED","UNION BLVD","12"
"Dog","","2020-05-14 16:56:50.85","2020-05-14 16:56:50.85","2018-08-23 08:54:22.0","4600","38","Animal Bite","2018-08-30 00:00:00.0","Animal Bite","1135106","","","CLOSED","LINDELL BLVD","09"
"Dog","","2018-10-10 18:15:50.667","2018-10-10 18:15:50.667","2018-08-27 11:25:09.837","0","38","Animal Bite","2018-09-03 00:00:00.0","Animal Bite","1136386","","","CLOSED","MARYLAND PLAZA","09"
"Dog","","2018-09-19 09:55:00.0","2018-10-28 09:58:45.027","2018-08-29 09:00:59.68","7300","02","Animal Bite","2018-09-05 00:00:00.0","Animal Bite","1137246","","","CLOSED","VERMONT AVE","01"
"Dog","","2020-05-06 16:34:29.097","2020-05-06 16:34:29.097","2018-09-07 11:42:50.0","5300","12","Animal Bite","2018-09-14 00:00:00.0","Animal Bite","1140616","","","CLOSED","PATTISON AVE","05"
"Dog","","2018-09-20 10:09:00.0","2018-10-28 10:11:56.043","2018-09-10 11:26:05.96","4600","16","Animal Bite","2018-09-17 00:00:00.0","Animal Bite","1141376","","","CLOSED","ALASKA AVE","03"
"Dog","","2018-09-13 12:00:00.0","2019-05-01 12:40:52.07","2018-09-13 11:12:29.0","3900","05","Animal Bite","2018-09-20 00:00:00.0","Animal Bite","1142871","","","CLOSED","SCHILLER PL","01"
"Dog","","2018-10-17 07:22:00.0","2018-10-31 07:02:09.79","2018-09-19 14:53:22.767","2900","25","Animal Bite","2018-09-26 00:00:00.0","Animal Bite","1145281","","","CLOSED","MAGNOLIA AVE","07"
"Dog","","2020-05-15 13:55:55.663","2020-05-15 13:55:55.663","2018-10-03 12:29:11.0","3100","17","Animal Bite","2018-10-10 00:00:00.0","Animal Bite","1150293","","","CLOSED","MOUNT PLEASANT ST","03"
"Dog","","2018-10-19 18:08:00.0","2018-10-24 18:13:17.643","2018-10-11 11:54:33.55","1200","41","Animal Bite","2018-10-18 00:00:00.0","Animal Bite","1152823","","","CLOSED","MACKLIND AVE","04"
"Dog","","2018-10-16 16:45:13.0","2018-10-22 12:59:05.44","2018-10-16 16:33:39.283","3600","19","Animal Bite","2018-10-23 00:00:00.0","Animal Bite","1154272","","","CLOSED","LOUISIANA AVE","07"
"Dog","","2018-11-01 06:54:00.0","2018-12-04 07:00:13.813","2018-10-29 09:03:36.0","4300","16","Animal Bite","2018-11-05 00:00:00.0","Animal Bite","1157634","","","CLOSED","DEWEY AVE","03"
"Dog","","2020-03-17 12:23:53.63","2020-03-17 12:23:53.63","2018-11-01 10:20:49.0","","38","Animal Bite","2018-11-08 00:00:00.0","Animal Bite","1158832","-10048129.54607290","4671575.72404230","CLOSED","WESTMINSTER PL & N KINGSHIGHWAY BLVD","09"
"Dog","","2018-11-06 18:13:00.0","2018-12-03 18:17:22.867","2018-11-06 13:03:14.573","6700","01","Animal Bite","2018-11-13 00:00:00.0","Animal Bite","1160163","","","CLOSED","ALABAMA AVE","01"
"Dog","","2018-01-05 16:36:08.903","2018-01-05 16:36:08.903","2017-09-01 12:49:59.793","6100","73","Animal Bite","2017-09-08 00:00:00.0","Animal Bite","1012286","","","CLOSED","NORTH POINTE BLVD","13"
"Dog","","2017-09-13 00:00:00.0","2017-11-29 07:04:55.61","2017-09-07 13:56:28.0","","50","Animal Bite","2017-09-14 00:00:00.0","Animal Bite","1014021","-10050280.03911800","4675661.05676560","CLOSED","WABADA AVE & HODIAMONT AVE","13"
"Cat","","2020-04-17 16:45:54.017","2020-04-17 16:45:54.017","2017-09-07 14:05:57.0","1200","","Animal Bite","2017-09-14 00:00:00.0","Animal Bite","1014042","","","CLOSED","MACKLIND","17"
"Dog","","2017-09-12 17:42:00.0","2017-12-21 17:43:28.177","2017-09-12 09:37:23.627","4100","16","Animal Bite","2017-09-19 00:00:00.0","Animal Bite","1015578","","","CLOSED","VIRGINIA AVE","03"
"Dog","","2019-05-08 14:21:36.663","2019-05-08 14:21:36.663","2017-09-27 14:21:02.723","6900","01","Animal Bite","2017-10-04 00:00:00.0","Animal Bite","1021480","","","CLOSED","PENNSYLVANIA AVE","01"
"Dog","","2017-11-06 12:52:21.817","2017-11-06 12:52:21.817","2017-10-09 10:47:49.863","4600","16","Animal Bite","2017-10-16 00:00:00.0","Animal Bite","1025209","","","CLOSED","LOUISIANA AVE","03"
"Dog","","2017-10-09 15:24:08.187","2017-10-09 15:13:30.083","2017-10-09 14:46:59.377","4600","16","Animal Bite","2017-10-16 00:00:00.0","Animal Bite","1025440","","","CLOSED","LOUISIANA AVE","03"
"Dog","","2020-04-09 14:11:32.077","2020-04-09 14:11:32.077","2017-10-17 15:47:40.0","4300","39","Animal Bite","2017-10-24 00:00:00.0","Animal Bite","1028539","","","CLOSED","GIBSON AVE","09"
"Cat","","2017-10-19 07:22:00.0","2017-12-23 07:23:36.333","2017-10-17 16:31:46.32","5600","76","Animal Bite","2017-10-24 00:00:00.0","Animal Bite","1028573","","","CLOSED","PAMPLIN AVE","13"
"Dog","","2020-04-22 15:21:26.393","2020-04-22 15:21:26.393","2017-10-24 11:05:24.0","1700","60","Animal Bite","2017-10-31 00:00:00.0","Animal Bite","1030591","","","CLOSED","N 20TH ST","14"
"Dog","","2019-05-07 17:56:13.453","2019-05-07 17:56:13.453","2017-11-06 08:24:35.69","4000","67","Animal Bite","2017-11-13 00:00:00.0","Animal Bite","1034553","","","CLOSED","GROVE ST","14"
"Dog","","2017-11-07 09:51:00.0","2017-12-23 09:51:56.817","2017-11-07 15:04:15.313","5800","07","Animal Bite","2017-11-14 00:00:00.0","Animal Bite","1035405","","","CLOSED","LANSDOWNE AVE","05"
"Dog","","2020-04-22 15:25:58.907","2020-04-22 15:25:58.907","2017-11-08 16:23:38.0","1600","43","Animal Bite","2017-11-15 00:00:00.0","Animal Bite","1035841","","","CLOSED","MCCAUSLAND AVE","04"
"Dog","","2020-04-22 15:27:30.053","2020-04-22 15:27:30.053","2017-11-09 10:36:49.0","3300","30","Animal Bite","2017-11-16 00:00:00.0","Animal Bite","1036038","","","CLOSED","VIRGINIA AVE","07"
"Dog","","2020-04-22 15:30:06.613","2020-04-22 15:30:06.613","2017-11-09 15:01:27.0","1600","12","Animal Bite","2017-11-16 00:00:00.0","Animal Bite","1036265","","","CLOSED","MCCAUSLAND","05"
"Dog","","2017-11-15 11:11:00.0","2017-12-23 11:12:46.01","2017-11-15 10:01:41.053","8500","73","Animal Bite","2017-11-22 00:00:00.0","Animal Bite","1037357","","","CLOSED","DRURY LN","13"
"Dog","","2017-12-19 07:42:00.0","2018-03-16 07:44:23.92","2017-12-04 08:32:17.0","2300","","Animal Bite","2017-12-11 00:00:00.0","Animal Bite","1042383","","","CLOSED","CHEROKEE ST","08"
"Dog","","2020-05-06 10:34:39.127","2020-05-06 10:34:39.127","2017-12-04 09:23:30.0","3300","22","Animal Bite","2017-12-11 00:00:00.0","Animal Bite","1042436","","","CLOSED","LEMP AVE","08"
"Cat","","2017-12-05 07:27:00.0","2017-12-29 07:28:06.027","2017-12-05 08:46:56.183","1900","","Animal Bite","2017-12-12 00:00:00.0","Animal Bite","1042835","","","CLOSED","SIDNEY","09"
"Dog","","2017-12-19 07:34:00.0","2018-03-12 07:35:46.723","2017-12-11 08:24:26.393","5200","12","Animal Bite","2017-12-18 00:00:00.0","Animal Bite","1044502","","","CLOSED","WILSON AVE","05"
"Dog","","2017-12-11 10:22:00.0","2017-12-23 10:23:55.803","2017-12-11 08:29:01.93","3400","14","Animal Bite","2017-12-18 00:00:00.0","Animal Bite","1044507","","","CLOSED","TEDMAR AVE","05"
"Dog","","2019-06-24 11:42:38.993","2019-06-24 11:42:38.993","2017-12-11 10:13:22.0","3600","16","Animal Bite","2017-12-18 00:00:00.0","Animal Bite","1044586","","","CLOSED","MONTANA ST","03"
"Dog","","2017-12-18 07:49:00.0","2018-03-20 07:51:38.217","2017-12-14 13:11:30.097","4400","15","Animal Bite","2017-12-21 00:00:00.0","Animal Bite","1045763","","","CLOSED","THOLOZAN AVE","06"
"Dog","","2018-02-13 07:37:00.0","2018-03-12 07:38:26.517","2017-12-18 16:11:39.817","5600","14","Animal Bite","2017-12-25 00:00:00.0","Animal Bite","1046609","","","CLOSED","MARQUETTE AVE","05"
"Dog","","2020-04-22 15:35:39.903","2020-04-22 15:35:39.903","2017-12-26 11:45:43.0","3800","77","Animal Bite","2018-01-02 00:00:00.0","Animal Bite","1048196","","","CLOSED","PAGE BLVD","11"
"Dog","","2018-01-03 12:42:00.0","2018-03-30 12:43:25.58","2017-12-29 14:24:45.503","3100","59","Animal Bite","2018-01-05 00:00:00.0","Animal Bite","1049153","","","CLOSED","BRANTNER PL","11"
"Dog","","2018-11-15 00:00:00.0","2019-02-06 06:55:44.823","2018-11-13 15:53:06.0","4200","68","Animal Bite","2018-11-20 00:00:00.0","Animal Bite","1161775","","","CLOSED","PENROSE ST","11"
"Dog","","2020-05-15 16:23:36.167","2020-05-15 16:23:36.167","2018-11-14 12:15:16.0","3700","15","Animal Bite","2018-11-21 00:00:00.0","Animal Bite","1161971","","","CLOSED","HUMPHREY ST","06"
"Dog","","2018-11-14 00:00:00.0","2019-02-06 07:06:55.31","2018-11-14 16:46:39.0","3900","38","Animal Bite","2018-11-21 00:00:00.0","Animal Bite","1162120","","","CLOSED","WESTMINSTER PL","09"
